sentence,label,acceptability_score,difficulty
Reading books helps improve your vocabulary ref54-13.,1,0.95,advanced
Reading book help improve you vocabulary err69-12.,0,0.09,beginner
We will visit the museum tomorrow ref17-4.,1,0.95,advanced
My sister bought a new laptop last week ref58-12.,1,0.95,advanced
The train arrived at the station on schedule ref18-14.,1,0.95,advanced
There is many problem with this sentence err30-14.,0,0.11,beginner
There is many problem with this sentence err47-14.,0,0.11,beginner
My sister buyed a new laptop last week err68-11.,0,0.1,beginner
He plays the piano beautifully ref59-3.,1,0.95,advanced
He play piano beautiful err37-2.,0,0.14,beginner
Reading book help improve you vocabulary err50-12.,0,0.09,beginner
They have been studying English for two years ref29-1.,1,0.95,advanced
The train arrived at the station on schedule ref23-14.,1,0.95,advanced
My sister buyed a new laptop last week err60-11.,0,0.1,beginner
My sister bought a new laptop last week ref69-12.,1,0.95,advanced
Children should eats healthy food err55-8.,0,0.11,beginner
She go to school every day err68-0.,0,0.11,beginner
She speak three language fluent err39-6.,0,0.08,beginner
The train arrive at station in schedule err62-13.,0,0.12,beginner
Reading book help improve you vocabulary err20-12.,0,0.09,beginner
We will visiting museum tomorrow err16-3.,0,0.13,beginner
The students completed their homework on time ref47-6.,1,0.95,advanced
The weather today is warmer than yesterday ref76-11.,1,0.95,advanced
He plays the piano beautifully ref15-3.,1,0.95,advanced
The book that I read yesterday was interesting ref20-2.,1,0.95,advanced
He works as a software engineer in Jakarta ref6-10.,1,0.95,advanced
I have never seen such a beautiful sunset ref1-5.,1,0.95,advanced
He play piano beautiful err30-2.,0,0.14,beginner
She go to school every day err33-0.,0,0.11,beginner
He play piano beautiful err48-2.,0,0.14,beginner
The book that I read yesterday was interesting ref44-2.,1,0.95,advanced
She go to school every day err32-0.,0,0.11,beginner
He plays the piano beautifully ref68-3.,1,0.95,advanced
My sister bought a new laptop last week ref16-12.,1,0.95,advanced
He plays the piano beautifully ref72-3.,1,0.95,advanced
Reading book help improve you vocabulary err37-12.,0,0.09,beginner
The meeting was postponed until next Monday ref70-8.,1,0.95,advanced
The meeting were postpone until Monday err27-7.,0,0.15,beginner
The meeting were postpone until Monday err64-7.,0,0.15,beginner
The train arrived at the station on schedule ref16-14.,1,0.95,advanced
The weather today is more warm than yesterday err5-10.,0,0.14,beginner
They have been studying English for two years ref13-1.,1,0.95,advanced
The meeting was postponed until next Monday ref35-8.,1,0.95,advanced
The students complete their homework on time yesterday err0-5.,0,0.12,beginner
The book that I read yesterday was interesting ref78-2.,1,0.95,advanced
The weather today is more warm than yesterday err18-10.,0,0.14,beginner
He work as software engineer at Jakarta err67-9.,0,0.13,beginner
The students complete their homework on time yesterday err40-5.,0,0.12,beginner
The book that I read yesterday was interesting ref19-2.,1,0.95,advanced
She speaks three languages fluently ref23-7.,1,0.95,advanced
I have never see such beautiful sunset err17-4.,0,0.1,beginner
The students completed their homework on time ref24-6.,1,0.95,advanced
The train arrived at the station on schedule ref14-14.,1,0.95,advanced
The meeting was postponed until next Monday ref33-8.,1,0.95,advanced
She goes to school every day ref57-0.,1,0.95,advanced
My sister bought a new laptop last week ref68-12.,1,0.95,advanced
They have been studying English for two years ref78-1.,1,0.95,advanced
The train arrive at station in schedule err1-13.,0,0.12,beginner
We will visiting museum tomorrow err74-3.,0,0.13,beginner
The students complete their homework on time yesterday err56-5.,0,0.12,beginner
We will visiting museum tomorrow err45-3.,0,0.13,beginner
I have never see such beautiful sunset err41-4.,0,0.1,beginner
The students completed their homework on time ref70-6.,1,0.95,advanced
The students complete their homework on time yesterday err61-5.,0,0.12,beginner
The students completed their homework on time ref51-6.,1,0.95,advanced
The weather today is more warm than yesterday err61-10.,0,0.14,beginner
Children should eats healthy food err30-8.,0,0.11,beginner
The weather today is more warm than yesterday err66-10.,0,0.14,beginner
The students complete their homework on time yesterday err78-5.,0,0.12,beginner
The meeting were postpone until Monday err16-7.,0,0.15,beginner
She goes to school every day ref22-0.,1,0.95,advanced
Children should eat healthy food every day ref18-9.,1,0.95,advanced
Reading books helps improve your vocabulary ref40-13.,1,0.95,advanced
Reading book help improve you vocabulary err49-12.,0,0.09,beginner
He plays the piano beautifully ref61-3.,1,0.95,advanced
We will visiting museum tomorrow err55-3.,0,0.13,beginner
She goes to school every day ref33-0.,1,0.95,advanced
My sister buyed a new laptop last week err52-11.,0,0.1,beginner
He works as a software engineer in Jakarta ref58-10.,1,0.95,advanced
They have been studying English for two years ref42-1.,1,0.95,advanced
Reading books helps improve your vocabulary ref18-13.,1,0.95,advanced
My sister bought a new laptop last week ref44-12.,1,0.95,advanced
There is many problem with this sentence err70-14.,0,0.11,beginner
The book that I read yesterday was interesting ref50-2.,1,0.95,advanced
The weather today is warmer than yesterday ref61-11.,1,0.95,advanced
The meeting were postpone until Monday err71-7.,0,0.15,beginner
Reading books helps improve your vocabulary ref10-13.,1,0.95,advanced
They has been study English err68-1.,0,0.09,beginner
The weather today is warmer than yesterday ref31-11.,1,0.95,advanced
The weather today is warmer than yesterday ref43-11.,1,0.95,advanced
She speak three language fluent err24-6.,0,0.08,beginner
He play piano beautiful err29-2.,0,0.14,beginner
The students completed their homework on time ref7-6.,1,0.95,advanced
My sister buyed a new laptop last week err79-11.,0,0.1,beginner
My sister buyed a new laptop last week err58-11.,0,0.1,beginner
The weather today is more warm than yesterday err0-10.,0,0.14,beginner
The meeting was postponed until next Monday ref23-8.,1,0.95,advanced
The students completed their homework on time ref44-6.,1,0.95,advanced
They has been study English err34-1.,0,0.09,beginner
She speak three language fluent err4-6.,0,0.08,beginner
The meeting was postponed until next Monday ref25-8.,1,0.95,advanced
We will visit the museum tomorrow ref45-4.,1,0.95,advanced
He plays the piano beautifully ref57-3.,1,0.95,advanced
The weather today is warmer than yesterday ref36-11.,1,0.95,advanced
She speak three language fluent err23-6.,0,0.08,beginner
He work as software engineer at Jakarta err2-9.,0,0.13,beginner
The students completed their homework on time ref68-6.,1,0.95,advanced
I have never see such beautiful sunset err38-4.,0,0.1,beginner
The train arrived at the station on schedule ref65-14.,1,0.95,advanced
She speaks three languages fluently ref8-7.,1,0.95,advanced
There is many problem with this sentence err40-14.,0,0.11,beginner
She speak three language fluent err46-6.,0,0.08,beginner
He play piano beautiful err20-2.,0,0.14,beginner
The meeting were postpone until Monday err52-7.,0,0.15,beginner
Reading books helps improve your vocabulary ref64-13.,1,0.95,advanced
She go to school every day err69-0.,0,0.11,beginner
He play piano beautiful err16-2.,0,0.14,beginner
I have never see such beautiful sunset err71-4.,0,0.1,beginner
We will visit the museum tomorrow ref47-4.,1,0.95,advanced
Children should eat healthy food every day ref57-9.,1,0.95,advanced
I have never seen such a beautiful sunset ref5-5.,1,0.95,advanced
They has been study English err13-1.,0,0.09,beginner
He work as software engineer at Jakarta err48-9.,0,0.13,beginner
The book that I read yesterday was interesting ref27-2.,1,0.95,advanced
We will visiting museum tomorrow err25-3.,0,0.13,beginner
We will visit the museum tomorrow ref64-4.,1,0.95,advanced
I have never see such beautiful sunset err67-4.,0,0.1,beginner
The meeting was postponed until next Monday ref21-8.,1,0.95,advanced
The meeting were postpone until Monday err1-7.,0,0.15,beginner
She speaks three languages fluently ref78-7.,1,0.95,advanced
Children should eats healthy food err67-8.,0,0.11,beginner
She speaks three languages fluently ref21-7.,1,0.95,advanced
The book that I read yesterday was interesting ref71-2.,1,0.95,advanced
She goes to school every day ref60-0.,1,0.95,advanced
She speak three language fluent err55-6.,0,0.08,beginner
She goes to school every day ref62-0.,1,0.95,advanced
Reading books helps improve your vocabulary ref75-13.,1,0.95,advanced
Reading books helps improve your vocabulary ref41-13.,1,0.95,advanced
He works as a software engineer in Jakarta ref41-10.,1,0.95,advanced
Reading books helps improve your vocabulary ref11-13.,1,0.95,advanced
I have never seen such a beautiful sunset ref25-5.,1,0.95,advanced
He works as a software engineer in Jakarta ref52-10.,1,0.95,advanced
The train arrived at the station on schedule ref17-14.,1,0.95,advanced
The meeting were postpone until Monday err47-7.,0,0.15,beginner
The train arrived at the station on schedule ref63-14.,1,0.95,advanced
My sister buyed a new laptop last week err14-11.,0,0.1,beginner
Children should eat healthy food every day ref79-9.,1,0.95,advanced
We will visiting museum tomorrow err71-3.,0,0.13,beginner
The book that I read yesterday was interesting ref68-2.,1,0.95,advanced
The meeting was postponed until next Monday ref63-8.,1,0.95,advanced
We will visiting museum tomorrow err8-3.,0,0.13,beginner
The meeting was postponed until next Monday ref16-8.,1,0.95,advanced
Children should eat healthy food every day ref59-9.,1,0.95,advanced
My sister bought a new laptop last week ref42-12.,1,0.95,advanced
The weather today is warmer than yesterday ref1-11.,1,0.95,advanced
They has been study English err67-1.,0,0.09,beginner
